artist,title,sanitized_title,title_signature,top_position,first_week
PUFF JOHNSON,OVER AND OVER,OVER AND OVER,"(4, 3, 4)",20,1997-01-12
PULP,A LITTLE SOUL,A LITTLE SOUL,"(1, 6, 4)",22,1998-06-14
PULP,BAD COVER VERSION,BAD COVER VERSION,"(3, 5, 7)",27,2002-04-21
PULP,COMMON PEOPLE,COMMON PEOPLE,"(6, 6)",2,1995-05-28
PULP,DISCO 2000,DISCO 2000,"(5, 4)",7,1995-12-03
PULP,DO YOU REMEMBER THE FIRST TIME?,DO YOU REMEMBER THE FIRST TIME,"(2, 3, 8, 3, 5, 4)",33,1994-03-27
PULP,HELP THE AGED,HELP THE AGED,"(4, 3, 4)",8,1997-11-16
PULP,MIS-SHAPES/SORTED FOR E'S & WIZZ,MISSHAPESSORTED FOR ES  WIZZ,"(15, 3, 2, 0, 4)",2,1995-10-01
PULP,PARTY HARD,PARTY HARD,"(5, 4)",29,1998-09-13
PULP,SOMETHING CHANGED,SOMETHING CHANGED,"(9, 7)",10,1996-03-31
PULP,SUNRISE/THE TREES,SUNRISETHE TREES,"(10, 5)",23,2001-10-14
PULP,THE SISTERS EP,THE SISTERS EP,"(3, 7, 2)",19,1994-05-29
PULP,THIS IS HARDCORE,THIS IS HARDCORE,"(4, 2, 8)",12,1998-03-22
PULSE FT ANTOINETTE ROBERSON,THE LOVER THAT YOU ARE,THE LOVER THAT YOU ARE,"(3, 5, 4, 3, 3)",22,1996-05-19
PURESSENCE,ALL I WANT,ALL I WANT,"(3, 1, 4)",39,1998-11-15
PURESSENCE,THIS FEELING,THIS FEELING,"(4, 7)",33,1998-05-17
PURESSENCE,WALKING DEAD,WALKING DEAD,"(7, 4)",40,2002-09-29
PURETONE,ADDICTED TO BASS,ADDICTED TO BASS,"(8, 2, 4)",2,2002-01-13
PURETONE,STUCK IN A GROOVE,STUCK IN A GROOVE,"(5, 2, 1, 6)",26,2003-05-04
PURPLE KINGS,THAT'S THE WAY YOU DO IT,THATS THE WAY YOU DO IT,"(5, 3, 3, 3, 2, 2)",26,1994-10-09
PUSH,STRANGE WORLD,STRANGE WORLD,"(7, 5)",21,2001-05-06
PUSH,THE LEGACY,THE LEGACY,"(3, 6)",22,2001-10-28
PUSH,TRANZY STATE OF MIND,TRANZY STATE OF MIND,"(6, 5, 2, 4)",31,2002-04-28
PUSH,UNIVERSAL NATION,UNIVERSAL NATION,"(9, 6)",36,1999-05-09
PUSH,UNIVERSAL NATION '99,UNIVERSAL NATION 99,"(9, 6, 2)",35,1999-10-03
PUSSYCAT,MISSISSIPPI,MISSISSIPPI,"(11,)",1,1976-08-29
PUSSYCAT,SMILE,SMILE,"(5,)",24,1977-01-09
PUSSYCAT DOLLS,HUSH HUSH,HUSH HUSH,"(4, 4)",25,2009-06-14
PUSSYCAT DOLLS,HUSH HUSH HUSH HUSH,HUSH HUSH HUSH HUSH,"(4, 4, 4, 4)",17,2009-06-21
PUSSYCAT DOLLS,I DON'T NEED A MAN,I DONT NEED A MAN,"(1, 4, 4, 1, 3)",7,2006-09-24
PUSSYCAT DOLLS,I HATE THIS PART,I HATE THIS PART,"(1, 4, 4, 4)",12,2008-11-02
PUSSYCAT DOLLS,REACT,REACT,"(5,)",29,2020-02-14
PUSSYCAT DOLLS,STICKWITU,STICKWITU,"(9,)",1,2005-12-04
PUSSYCAT DOLLS,WHATCHA THINK ABOUT THAT,WHATCHA THINK ABOUT THAT,"(7, 5, 5, 4)",15,2009-02-01
PUSSYCAT DOLLS,WHEN I GROW UP,WHEN I GROW UP,"(4, 1, 4, 2)",3,2008-09-07
PUSSYCAT DOLLS FT BUSTA RHYMES,DON'T CHA,DONT CHA,"(4, 3)",1,2005-09-11
PUSSYCAT DOLLS FT SNOOP DOGG,BUTTONS,BUTTONS,"(7,)",3,2006-06-25
PUSSYCAT DOLLS FT WILL I AM,BEEP,BEEP,"(4,)",2,2006-03-05
PUSSYCAT DOLLS/MISSY ELLIOTT,WHATCHA THINK ABOUT THAT,WHATCHA THINK ABOUT THAT,"(7, 5, 5, 4)",9,2009-02-22
PYRAMIDS,TRAIN TOUR TO RAINBOW CITY,TRAIN TOUR TO RAINBOW CITY,"(5, 4, 2, 7, 4)",35,1967-11-22
PYTHON LEE JACKSON,IN A BROKEN DREAM,IN A BROKEN DREAM,"(2, 1, 6, 5)",3,1972-10-01
Q FEATURING TRACY ACKERMAN,GET HERE FT TRACY ACKERMAN,GET HERE FT TRACY ACKERMAN,"(3, 4, 2, 5, 8)",37,1993-05-30
Q TEE,GIMME THAT BODY,GIMME THAT BODY,"(5, 4, 4)",40,1996-02-04
Q-CLUB,TELL IT TO MY HEART,TELL IT TO MY HEART,"(4, 2, 2, 2, 5)",28,1995-12-31
Q-TEX,LET THE LOVE,LET THE LOVE,"(3, 3, 4)",30,1996-06-09
Q-TIP,BREATHE AND STOP,BREATHE AND STOP,"(7, 3, 4)",12,2000-02-06
Q-TIP,VIVRANT THING,VIVRANT THING,"(7, 5)",39,2000-04-30
Q.F.X,SAY YOU'LL BE MINE,SAY YOULL BE MINE,"(3, 5, 2, 4)",34,1999-03-14
QATTARA,COME WITH ME,COME WITH ME,"(4, 4, 2)",31,1997-03-09
QB FINEST FT NAS & BRAVEHEARTS,OOCHIE WALLY,OOCHIE WALLY,"(6, 5)",30,2001-04-15
QFX,EVERYTIME YOU TOUCH ME,EVERYTIME YOU TOUCH ME,"(9, 3, 5, 2)",22,1996-01-28
QFX,FREEDOM,FREEDOM,"(7,)",36,2003-08-17
QFX,FREEDOM 2,FREEDOM 2,"(7, 1)",21,1997-01-12
QFX,YOU GOT THE POWER,YOU GOT THE POWER,"(3, 3, 3, 5)",33,1996-07-28
QUADROPHONIA,QUADROPHONIA,QUADROPHONIA,"(12,)",14,1991-04-14
QUADROPHONIA,WAVE OF THE FUTURE,WAVE OF THE FUTURE,"(4, 2, 3, 6)",40,1991-06-30
QUANTUM JUMP,THE LONE RANGER,THE LONE RANGER,"(3, 4, 6)",5,1979-06-03
QUARTZ FEATURING DINA CARROLL,IT'S TOO LATE FT DINA CARROLL,ITS TOO LATE FT DINA CARROLL,"(3, 3, 4, 2, 4, 7)",8,1991-02-24
QUARTZ LOCK FEAT LONNIE GORDON,LOVE EVICTION,LOVE EVICTION,"(4, 8)",32,1995-10-01
QUARTZ WITH DINA CARROLL,NAKED LOVE (JUST SAY YOU WANT ME),NAKED LOVE,"(5, 4)",39,1991-06-09
QUEEN,A KIND OF MAGIC,A KIND OF MAGIC,"(1, 4, 2, 5)",3,1986-03-23
QUEEN,ANOTHER ONE BITES THE DUST,ANOTHER ONE BITES THE DUST,"(7, 3, 5, 3, 4)",7,1980-09-07
QUEEN,BACKCHAT,BACKCHAT,"(8,)",40,1982-08-22
QUEEN,BICYCLE RACE/FAT BOTTOMED GIRLS,BICYCLE RACEFAT BOTTOMED GIRLS,"(7, 7, 8, 5)",11,1978-10-22
QUEEN,BODY LANGUAGE,BODY LANGUAGE,"(4, 8)",25,1982-04-25
QUEEN,BOHEMIAN RHAPSODY,BOHEMIAN RHAPSODY,"(8, 8)",1,1975-11-09
QUEEN,BOHEMIAN RHAPSODY/THESE ARE THE DAYS OF OUR LIVES,BOHEMIAN RHAPSODYTHESE ARE THE DAYS OF OUR LIVES,"(8, 13, 3, 3, 4, 2, 3, 5)",1,1991-12-15
QUEEN,BREAKTHRU',BREAKTHRU,"(9,)",7,1989-06-25
QUEEN,CRAZY LITTLE THING CALLED LOVE,CRAZY LITTLE THING CALLED LOVE,"(5, 6, 5, 6, 4)",2,1979-10-14
QUEEN,DON'T STOP ME NOW,DONT STOP ME NOW,"(4, 4, 2, 3)",9,1979-02-11
QUEEN,FLASH,FLASH,"(5,)",10,1980-11-30
QUEEN,FRIENDS WILL BE FRIENDS,FRIENDS WILL BE FRIENDS,"(7, 4, 2, 7)",14,1986-06-15
QUEEN,GOOD OLD FASHIONED LOVERBOY,GOOD OLD FASHIONED LOVERBOY,"(4, 3, 9, 8)",17,1977-05-29
QUEEN,HAMMER TO FALL,HAMMER TO FALL,"(6, 2, 4)",13,1984-09-16
QUEEN,HEADLONG,HEADLONG,"(8,)",14,1991-05-19
QUEEN,HEAVEN FOR EVERYONE,HEAVEN FOR EVERYONE,"(6, 3, 8)",2,1995-10-29
QUEEN,I WANT IT ALL,I WANT IT ALL,"(1, 4, 2, 3)",3,1989-05-07
QUEEN,I WANT TO BREAK FREE,I WANT TO BREAK FREE,"(1, 4, 2, 5, 4)",3,1984-04-08
QUEEN,I'M GOING SLIGHTLY MAD,IM GOING SLIGHTLY MAD,"(2, 5, 8, 3)",22,1991-03-10
QUEEN,INNUENDO,INNUENDO,"(8,)",1,1991-01-20
QUEEN,IT'S A HARD LIFE,ITS A HARD LIFE,"(3, 1, 4, 4)",6,1984-07-22
QUEEN,KILLER QUEEN,KILLER QUEEN,"(6, 5)",2,1974-10-20
QUEEN,LAS PALABRAS DE AMOR,LAS PALABRAS DE AMOR,"(3, 8, 2, 4)",17,1982-06-13
QUEEN,LET ME LIVE,LET ME LIVE,"(3, 2, 4)",9,1996-06-23
QUEEN,NO-ONE BUT YOU/TIE YOUR MOTHER DOWN,NOONE BUT YOUTIE YOUR MOTHER DOWN,"(5, 3, 6, 4, 6, 4)",13,1998-01-11
QUEEN,NOW I'M HERE,NOW IM HERE,"(3, 2, 4)",11,1975-01-19
QUEEN,ONE VISION,ONE VISION,"(3, 6)",7,1985-11-10
QUEEN,PLAY THE GAME,PLAY THE GAME,"(4, 3, 4)",14,1980-06-08
QUEEN,RADIO GA GA,RADIO GA GA,"(5, 2, 2)",2,1984-01-29
QUEEN,SAVE ME,SAVE ME,"(4, 2)",11,1980-01-27
QUEEN,SCANDAL,SCANDAL,"(7,)",25,1989-10-15
QUEEN,SEVEN SEAS OF RHYE,SEVEN SEAS OF RHYE,"(5, 4, 2, 4)",10,1974-03-10
QUEEN,SOMEBODY TO LOVE,SOMEBODY TO LOVE,"(8, 2, 4)",2,1976-11-21
QUEEN,SPREAD YOUR WINGS,SPREAD YOUR WINGS,"(6, 4, 5)",34,1978-02-19
QUEEN,THANK GOD IT'S CHRISTMAS,THANK GOD ITS CHRISTMAS,"(5, 3, 3, 9)",21,1984-12-02
QUEEN,THE INVISIBLE MAN,THE INVISIBLE MAN,"(3, 9, 3)",12,1989-08-13
QUEEN,THE MIRACLE,THE MIRACLE,"(3, 7)",21,1989-12-03
QUEEN,THE SHOW MUST GO ON,THE SHOW MUST GO ON,"(3, 4, 4, 2, 2)",16,1991-10-20
QUEEN,TIE YOUR MOTHER DOWN,TIE YOUR MOTHER DOWN,"(3, 4, 6, 4)",31,1977-03-20
QUEEN,TOO MUCH LOVE WILL KILL YOU,TOO MUCH LOVE WILL KILL YOU,"(3, 4, 4, 4, 4, 3)",15,1996-03-03
QUEEN,WE ARE THE CHAMPIONS,WE ARE THE CHAMPIONS,"(2, 3, 3, 9)",2,1977-10-16
QUEEN,WHO WANTS TO LIVE FOREVER,WHO WANTS TO LIVE FOREVER,"(3, 5, 2, 4, 7)",24,1986-09-21
QUEEN,WINTER'S TALE,WINTERS TALE,"(7, 4)",6,1995-12-17
QUEEN,YOU DON'T FOOL ME - THE REMIXES,YOU DONT FOOL ME  THE REMIXES,"(3, 4, 4, 2, 0, 3, 7)",17,1996-11-24
QUEEN,YOU'RE MY BEST FRIEND,YOURE MY BEST FRIEND,"(5, 2, 4, 6)",7,1976-06-27
QUEEN & DAVID BOWIE,UNDER PRESSURE,UNDER PRESSURE,"(5, 8)",14,1999-12-12
QUEEN & PAUL RODGERS,C-LEBRITY,CLEBRITY,"(8,)",33,2008-09-14
QUEEN & THE MUPPETS,BOHEMIAN RHAPSODY,BOHEMIAN RHAPSODY,"(8, 8)",32,2009-12-20
QUEEN & VANGUARD,FLASH,FLASH,"(5,)",15,2003-03-23
QUEEN AND DAVID BOWIE,UNDER PRESSURE,UNDER PRESSURE,"(5, 8)",1,1981-11-08
QUEEN LATIFAH AND DE LA SOUL,MAMMA GAVE BIRTH TO THE SOUL CHILDREN,MAMMA GAVE BIRTH TO THE SOUL CHILDREN,"(5, 4, 5, 2, 3, 4, 8)",14,1990-03-18
QUEEN LATIFAH/SHADES/FREE,MR BIG STUFF,MR BIG STUFF,"(2, 3, 5)",31,1997-04-06
QUEEN PEN,IT'S TRUE,ITS TRUE,"(3, 4)",24,1998-08-30
QUEEN PEN,MAN BEHIND THE MUSIC,MAN BEHIND THE MUSIC,"(3, 6, 3, 5)",38,1998-03-01
QUEEN PEN FT ERIC WILLIAMS,ALL MY LOVE,ALL MY LOVE,"(3, 2, 4)",11,1998-05-03
QUEEN VS THE MIAMI PROJECT,ANOTHER ONE BITES THE DUST,ANOTHER ONE BITES THE DUST,"(7, 3, 5, 3, 4)",31,2006-12-24
QUEEN/WYCLEF JEAN/PRAS & FREE,ANOTHER ONE BITES THE DUST,ANOTHER ONE BITES THE DUST,"(7, 3, 5, 3, 4)",5,1998-11-08
QUEENS OF THE STONE AGE,3'S & 7'S,3S  7S,"(2, 0, 2)",19,2007-06-10
QUEENS OF THE STONE AGE,FIRST IT GIVETH,FIRST IT GIVETH,"(5, 2, 6)",33,2003-08-24
QUEENS OF THE STONE AGE,GO WITH THE FLOW,GO WITH THE FLOW,"(2, 4, 3, 4)",21,2003-04-13
QUEENS OF THE STONE AGE,LITTLE SISTER,LITTLE SISTER,"(6, 6)",18,2005-03-20
QUEENS OF THE STONE AGE,NO ONE KNOWS,NO ONE KNOWS,"(2, 3, 5)",15,2002-11-10
QUEENS OF THE STONE AGE,THE LOST ART OF KEEPING A SECRET,THE LOST ART OF KEEPING A SECRET,"(3, 4, 3, 2, 7, 1, 6)",31,2000-08-20
QUEENSRYCHE,BEST I CAN,BEST I CAN,"(4, 1, 3)",36,1991-06-30
QUEENSRYCHE,BRIDGE,BRIDGE,"(6,)",40,1995-03-26
QUEENSRYCHE,I AM I,I AM I,"(1, 2, 1)",40,1995-01-22
QUEENSRYCHE,JET CITY WOMAN,JET CITY WOMAN,"(3, 4, 5)",39,1991-09-01
QUEENSRYCHE,SILENT LUCIDITY,SILENT LUCIDITY,"(6, 8)",18,1991-04-21
QUENTIN & ASH,TELL HIM,TELL HIM,"(4, 3)",25,1996-06-30
QUINCY JONES,AL NO CORRIDA (I-NO-KO-REE-DA),AL NO CORRIDA,"(2, 2, 7)",14,1981-04-12
QUINCY JONES,RAZZAMATAZZ,RAZZAMATAZZ,"(11,)",11,1981-06-21
QUINCY JONES,STOMP - THE REMIXES,STOMP  THE REMIXES,"(5, 0, 3, 7)",28,1996-09-08
QUINCY JONES,STUFF LIKE THAT,STUFF LIKE THAT,"(5, 4, 4)",34,1978-07-30
QUINCY JONES FEATURING RAY CHARLES AND CHAKA KHAN,I'LL BE GOOD TO YOU FT RAY CHARLES AND CHAKA KHAN,ILL BE GOOD TO YOU FT RAY CHARLES AND CHAKA KHAN,"(3, 2, 4, 2, 3, 2, 3, 7, 3, 5, 4)",21,1990-01-14
QUIREBOYS,7 O'CLOCK,7 OCLOCK,"(1, 6)",36,1989-11-05
QUIREBOYS,BROTHER LOUIE,BROTHER LOUIE,"(7, 5)",32,1993-02-14
QUIREBOYS,HEY YOU,HEY YOU,"(3, 3)",14,1989-12-31
QUIREBOYS,I DON'T LOVE YOU ANYMORE,I DONT LOVE YOU ANYMORE,"(1, 4, 4, 3, 7)",24,1990-04-01
QUIREBOYS,THERE SHE GOES AGAIN/MISLED,THERE SHE GOES AGAINMISLED,"(5, 3, 4, 11)",37,1990-09-09
R AND J STONE,WE DO IT,WE DO IT,"(2, 2, 2)",5,1976-01-11
R CITY FT ADAM LEVINE,LOCKED AWAY,LOCKED AWAY,"(6, 4)",2,2015-09-11
R DEAN TAYLOR,GOTTA SEE JANE,GOTTA SEE JANE,"(5, 3, 4)",17,1968-06-26
R DEAN TAYLOR,WINDOW SHOPPING,WINDOW SHOPPING,"(6, 8)",36,1974-09-01
R KELLY,BUMP N' GRIND,BUMP N GRIND,"(4, 1, 5)",8,1995-01-15
R KELLY,DID YOU EVER THINK,DID YOU EVER THINK,"(3, 3, 4, 5)",20,1999-07-25
R KELLY,DOWN LOW (NOBODY HAS TO KNOW) THE MOVIE,DOWN LOW  THE MOVIE,"(4, 3, 0, 3, 5)",23,1996-02-25
R KELLY,FIESTA,FIESTA,"(6,)",23,2001-06-17
R KELLY,GOTHAM CITY,GOTHAM CITY,"(6, 4)",9,1997-07-13
R KELLY,HALF ON A BABY,HALF ON A BABY,"(4, 2, 1, 4)",16,1998-09-20
R KELLY,HAPPY PEOPLE/U SAVED ME,HAPPY PEOPLEU SAVED ME,"(5, 7, 5, 2)",6,2004-10-24
R KELLY,I BELIEVE I CAN FLY,I BELIEVE I CAN FLY,"(1, 7, 1, 3, 3)",1,1997-03-23
R KELLY,I WISH,I WISH,"(1, 4)",12,2000-10-15
R KELLY,IF I COULD TURN BACK THE HANDS OF TIME,IF I COULD TURN BACK THE HANDS OF TIME,"(2, 1, 5, 4, 4, 3, 5, 2, 4)",2,1999-10-24
R KELLY,IGNITION REMIX,IGNITION REMIX,"(8, 5)",1,2003-05-11
R KELLY,ONLY THE LOOT CAN MAKE ME HAPPY,ONLY THE LOOT CAN MAKE ME HAPPY,"(4, 3, 4, 3, 4, 2, 5)",24,2000-04-16
R KELLY,SHE'S GOT THAT VIBE,SHES GOT THAT VIBE,"(4, 3, 4, 4)",3,1994-10-16
R KELLY,STEP IN THE NAME OF LOVE/THOIA THONG,STEP IN THE NAME OF LOVETHOIA THONG,"(4, 2, 3, 4, 2, 9, 5)",14,2003-11-09
R KELLY,SUMMER BUNNIES,SUMMER BUNNIES,"(6, 7)",23,1994-08-28
R KELLY,THANK GOD IT'S FRIDAY,THANK GOD ITS FRIDAY,"(5, 3, 3, 6)",14,1996-06-16
R KELLY,THE 4 PLAY EP,THE 4 PLAY EP,"(3, 1, 4, 2)",23,1995-04-30
R KELLY,THE STORM IS OVER NOW,THE STORM IS OVER NOW,"(3, 5, 2, 4, 3)",18,2001-03-25
R KELLY,THE WORLD'S GREATEST,THE WORLDS GREATEST,"(3, 6, 8)",4,2002-02-24
R KELLY,YOU REMIND ME OF SOMETHING,YOU REMIND ME OF SOMETHING,"(3, 6, 2, 2, 9)",24,1995-11-05
R KELLY,YOUR BODY'S CALLIN',YOUR BODYS CALLIN,"(4, 5, 6)",19,1994-05-08
R KELLY & JAY-Z,HONEY,HONEY,"(5,)",35,2002-05-19
R KELLY & USHER,SAME GIRL,SAME GIRL,"(4, 4)",26,2007-07-22
R KELLY FT BIG TRIGGER,SNAKE,SNAKE,"(5,)",10,2003-08-17
R KELLY FT GAME,PLAYA'S ONLY,PLAYAS ONLY,"(6, 4)",33,2005-09-04
R KELLY FT KEITH MURRAY,HOME ALONE,HOME ALONE,"(4, 5)",17,1998-11-08
R KELLY FT TI & T-PAIN,I'M A FLIRT,IM A FLIRT,"(2, 1, 5)",18,2007-05-27
R. DEAN TAYLOR,INDIANA WANTS ME,INDIANA WANTS ME,"(7, 5, 2)",2,1971-04-04
R. DEAN TAYLOR,THERE'S A GHOST IN MY HOUSE,THERES A GHOST IN MY HOUSE,"(6, 1, 5, 2, 2, 5)",3,1974-05-05
R.E.M.,DRIVE,DRIVE,"(5,)",11,1992-09-27
R.E.M.,EVERYBODY HURTS,EVERYBODY HURTS,"(9, 5)",7,1993-04-11
R.E.M.,LOSING MY RELIGION,LOSING MY RELIGION,"(6, 2, 8)",19,1991-03-03
R.E.M.,MAN ON THE MOON,MAN ON THE MOON,"(3, 2, 3, 4)",18,1992-11-29
R.E.M.,NEAR WILD HEAVEN,NEAR WILD HEAVEN,"(4, 4, 6)",27,1991-08-11
R.E.M.,NIGHTSWIMMING,NIGHTSWIMMING,"(13,)",27,1993-07-18
R.E.M.,ORANGE CRUSH,ORANGE CRUSH,"(6, 5)",28,1989-06-04
R.E.M.,RADIO SONG,RADIO SONG,"(5, 4)",28,1991-11-10
R.E.M.,SHINY HAPPY PEOPLE,SHINY HAPPY PEOPLE,"(5, 5, 6)",6,1991-05-12
R3HAB/NERVO/UMMET OZCAN,REVOLUTION,REVOLUTION,"(10,)",37,2014-06-08
RACEY,BOY OH BOY,BOY OH BOY,"(3, 2, 3)",22,1979-08-26
RACEY,LAY YOUR LOVE ON ME,LAY YOUR LOVE ON ME,"(3, 4, 4, 2, 2)",3,1978-11-26
RACEY,RUNAROUND SUE,RUNAROUND SUE,"(9, 3)",13,1980-12-21
RACEY,SOME GIRLS,SOME GIRLS,"(4, 5)",2,1979-03-25
RACHEL MCFARLANE,LOVER,LOVER,"(5,)",36,1998-07-26
RACHEL PLATTEN,FIGHT SONG,FIGHT SONG,"(5, 4)",1,2015-08-28
RACHEL STEVENS,FUNKY DORY,FUNKY DORY,"(5, 4)",26,2003-12-14
RACHEL STEVENS,I SAID NEVER AGAIN (BUT HERE WE ARE),I SAID NEVER AGAIN,"(1, 4, 5, 5)",12,2005-10-09
RACHEL STEVENS,MORE MORE MORE,MORE MORE MORE,"(4, 4, 4)",3,2004-10-10
RACHEL STEVENS,NEGOTIATE WITH LOVE,NEGOTIATE WITH LOVE,"(9, 4, 4)",10,2005-04-03
RACHEL STEVENS,SO GOOD,SO GOOD,"(2, 4)",10,2005-07-10
RACHEL STEVENS,SOME GIRLS,SOME GIRLS,"(4, 5)",2,2004-07-18
RACHEL STEVENS,SWEET DREAMS MY LA EX,SWEET DREAMS MY LA EX,"(5, 6, 2, 2, 2)",2,2003-09-21
RACHEL SWEET,B-A-B-Y,BABY,"(4,)",35,1978-12-17
RACING CARS,THEY SHOOT HORSES DON'T THEY,THEY SHOOT HORSES DONT THEY,"(4, 5, 6, 4, 4)",14,1977-02-06
RACONTEURS,BROKEN BOY SOLDIER,BROKEN BOY SOLDIER,"(6, 3, 7)",22,2006-10-29
RACONTEURS,HANDS,HANDS,"(5,)",29,2006-08-06
RACONTEURS,STEADY AS SHE GOES,STEADY AS SHE GOES,"(6, 2, 3, 4)",4,2006-04-30
RADHA KRISHNA TEMPLE,GOVINDA,GOVINDA,"(7,)",23,1970-03-29
RADHA KRISHNA TEMPLE,HARE KRISHNA MANTRA,HARE KRISHNA MANTRA,"(4, 7, 6)",12,1969-09-14
RADIO HEART FEATURING GARY NUMAN,RADIO HEART FT GARY NUMAN,RADIO HEART FT GARY NUMAN,"(5, 5, 2, 4, 5)",35,1987-04-05
RADIO STARS,NERVOUS WRECK,NERVOUS WRECK,"(7, 5)",39,1978-02-05
RADIOHEAD,2 + 2 = 5,2  2  5,"(1, 0, 1, 0, 1)",15,2003-11-23
RADIOHEAD,ANYONE CAN PLAY GUITAR,ANYONE CAN PLAY GUITAR,"(6, 3, 4, 6)",32,1993-02-07
RADIOHEAD,CREEP,CREEP,"(5,)",7,1993-09-12
RADIOHEAD,FAKE PLASTIC TREES,FAKE PLASTIC TREES,"(4, 7, 5)",20,1995-05-21
RADIOHEAD,GO TO SLEEP,GO TO SLEEP,"(2, 2, 5)",12,2003-08-24
RADIOHEAD,HIGH & DRY/PLANET TELEX,HIGH  DRYPLANET TELEX,"(4, 0, 9, 5)",17,1995-03-05
RADIOHEAD,JIGSAW FALLING INTO PLACE,JIGSAW FALLING INTO PLACE,"(6, 7, 4, 5)",30,2008-01-20
RADIOHEAD,JUST,JUST,"(4,)",19,1995-08-27
RADIOHEAD,KARMA POLICE,KARMA POLICE,"(5, 6)",8,1997-08-31
RADIOHEAD,KNIVES OUT,KNIVES OUT,"(6, 3)",13,2001-08-12
RADIOHEAD,MY IRON LUNG EP,MY IRON LUNG EP,"(2, 4, 4, 2)",24,1994-10-02
RADIOHEAD,NO SURPRISES,NO SURPRISES,"(2, 9)",4,1998-01-18
RADIOHEAD,NUDE,NUDE,"(4,)",21,2008-04-06
RADIOHEAD,PARANOID ANDROID,PARANOID ANDROID,"(8, 7)",3,1997-06-01
RADIOHEAD,PYRAMID SONG,PYRAMID SONG,"(7, 4)",5,2001-05-27
RADIOHEAD,STREET SPIRIT (FADE OUT),STREET SPIRIT,"(6, 6)",5,1996-01-28
RADIOHEAD,THERE THERE,THERE THERE,"(5, 5)",4,2003-06-01
RADISH,LITTLE PINK STARS,LITTLE PINK STARS,"(6, 4, 5)",32,1997-08-24
RAE SREMMURD FT GUCCI MANE,BLACK BEATLES,BLACK BEATLES,"(5, 7)",2,2016-11-11
RAF,WE'VE GOT TO LIVE TOGETHER,WEVE GOT TO LIVE TOGETHER,"(4, 3, 2, 4, 8)",34,1992-03-08
RAFFAELLA CARRA,DO IT DO IT AGAIN,DO IT DO IT AGAIN,"(2, 2, 2, 2, 5)",9,1978-04-16
RAG'N'BONE MAN,ALL YOU EVER WANTED,ALL YOU EVER WANTED,"(3, 3, 4, 6)",29,2021-03-05
RAG'N'BONE MAN,HUMAN,HUMAN,"(5,)",2,2016-12-02
RAG'N'BONE MAN,SKIN,SKIN,"(4,)",13,2017-02-03
RAG'N'BONE MAN & PINK,ANYWHERE AWAY FROM HERE,ANYWHERE AWAY FROM HERE,"(8, 4, 4, 4)",9,2021-04-16
RAGE,RUN TO YOU,RUN TO YOU,"(3, 2, 3)",3,1992-10-25
RAGE AGAINST THE MACHINE,BOMBTRACK,BOMBTRACK,"(9,)",37,1993-08-29
RAGE AGAINST THE MACHINE,BULLET IN THE HEAD,BULLET IN THE HEAD,"(6, 2, 3, 4)",16,1993-05-02
RAGE AGAINST THE MACHINE,BULLS ON PARADE,BULLS ON PARADE,"(5, 2, 6)",8,1996-04-07
RAGE AGAINST THE MACHINE,GUERRILLA RADIO,GUERRILLA RADIO,"(9, 5)",32,1999-10-31
RAGE AGAINST THE MACHINE,KILLING IN THE NAME,KILLING IN THE NAME,"(7, 2, 3, 4)",1,1993-02-21
RAGE AGAINST THE MACHINE,PEOPLE OF THE SUN,PEOPLE OF THE SUN,"(6, 2, 3, 3)",26,1996-09-01
RAGHAV,ANGEL EYES,ANGEL EYES,"(5, 4)",7,2005-02-13
RAGHAV,CAN'T GET ENOUGH,CANT GET ENOUGH,"(4, 3, 6)",10,2004-02-22
RAGHAV FT JAHAZIEL,LET'S WORK IT OUT,LETS WORK IT OUT,"(4, 4, 2, 3)",15,2004-08-29
RAGTIMERS,THE STING,THE STING,"(3, 5)",31,1974-03-24
RAH BAND,CLOUDS ACROSS THE MOON,CLOUDS ACROSS THE MOON,"(6, 6, 3, 4)",6,1985-03-31
RAH BAND,FALCON,FALCON,"(6,)",35,1980-11-09
RAH BAND,THE CRUNCH,THE CRUNCH,"(3, 6)",6,1977-07-10
RAILWAY CHILDREN,EVERY BEAT OF THE HEART,EVERY BEAT OF THE HEART,"(5, 4, 2, 3, 5)",24,1991-02-03
RAIN RADIO/DJ CRAIG GORMAN,TALK ABOUT,TALK ABOUT,"(4, 5)",9,2021-07-16
RAINBOW,ALL NIGHT LONG,ALL NIGHT LONG,"(3, 5, 4)",5,1980-02-10
RAINBOW,CAN'T HAPPEN HERE,CANT HAPPEN HERE,"(4, 6, 4)",20,1981-06-21
RAINBOW,I SURRENDER,I SURRENDER,"(1, 9)",3,1981-01-25
RAINBOW,L.A. CONNECTION,LA CONNECTION,"(2, 10)",40,1978-10-01
RAINBOW,LONG LIVE ROCK AND ROLL,LONG LIVE ROCK AND ROLL,"(4, 4, 4, 3, 4)",33,1978-04-02
RAINBOW,SINCE YOU'VE BEEN GONE,SINCE YOUVE BEEN GONE,"(5, 5, 4, 4)",6,1979-09-09
RAINBOW,STONE COLD,STONE COLD,"(5, 4)",34,1982-04-04
RAINBOW (GEORGE & ZIPPY),IT'S A RAINBOW,ITS A RAINBOW,"(3, 1, 7)",15,2002-12-08
RAINBOW COTTAGE,SEAGULL,SEAGULL,"(7,)",33,1976-03-07
